Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.8,75
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.7,726
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.6,9675
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.6,8912
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.6,9090
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.5,6982
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.4,58101
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.4,53114
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.4,73500
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.4,21414
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.4,91278
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.4,55749
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.4,19945
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.3,05529
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.3,47802
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.2,45428
Miền nam,Thứ 4,19-08-2020,Cần Thơ,G.1,58155
Miền nam,Thứ 4,19-08-2020,Cần Thơ,ĐB,479255
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.8,80
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.7,653
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.6,9379
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.6,5712
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.6,4894
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.5,9351
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.4,96660
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.4,81118
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.4,98697
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.4,63717
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.4,74499
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.4,91289
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.4,96939
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.3,58528
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.3,36347
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.2,26921
Miền nam,Thứ 4,19-08-2020,Đồng Nai,G.1,19774
Miền nam,Thứ 4,19-08-2020,Đồng Nai,ĐB,643764
Miền nam,Thứ 4,19-08-2020,Sóc Trăng,G.8,39
Miền nam,Thứ 4,19-08-2020,Sóc Trăng,G.7,754
