Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.8,41
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.7,054
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.6,0170
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.6,9335
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.6,0774
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.5,8568
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.4,86800
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.4,28075
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.4,82235
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.4,80761
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.4,40566
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.4,98309
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.4,40688
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.3,49061
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.3,07915
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.2,70087
Miền nam,Thứ 6,23-10-2020,Bình Dương,G.1,31162
Miền nam,Thứ 6,23-10-2020,Bình Dương,ĐB,975780
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.8,12
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.7,791
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.6,3366
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.6,4819
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.6,6698
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.5,7342
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.4,71938
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.4,96000
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.4,12597
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.4,25401
Miền nam,Thứ 6,23-10-2020,Trà Vinh,G.4,97397
