Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.8,03
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.7,919
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.6,1782
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.6,4387
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.6,8412
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.5,8846
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.4,34452
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.4,17989
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.4,11762
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.4,03266
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.4,62999
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.4,37206
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.4,94199
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.3,54853
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.3,15680
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.2,68615
Miền nam,Thứ 4,30-12-2020,Cần Thơ,G.1,12893
Miền nam,Thứ 4,30-12-2020,Cần Thơ,ĐB,241956
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.8,57
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.7,450
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.6,6765
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.6,0425
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.6,2746
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.5,9570
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.4,10988
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.4,83983
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.4,01297
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.4,72980
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.4,38564
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.4,17182
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.4,01094
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.3,87913
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.3,61747
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.2,89016
Miền nam,Thứ 4,30-12-2020,Đồng Nai,G.1,82351
Miền nam,Thứ 4,30-12-2020,Đồng Nai,ĐB,300918
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.8,36
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.7,573
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.6,3204
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.6,9675
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.6,0784
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.5,3509
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.4,77727
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.4,36503
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.4,88564
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.4,94935
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.4,45099
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.4,41838
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.4,19870
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.3,63444
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.3,64686
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.2,98456
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,G.1,64952
Miền nam,Thứ 4,30-12-2020,Sóc Trăng,ĐB,520116
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.8,59
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.7,229
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.6,1514
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.6,8324
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.6,3169
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.5,5009
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.4,19798
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.4,26831
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.4,47706
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.4,08099
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.4,82332
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.4,21131
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.4,38819
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.3,16408
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.3,74654
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.2,78534
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,G.1,26798
Miền trung,Thứ 4,30-12-2020,Đà Nẵng,ĐB,466910
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.8,31
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.7,487
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.6,7249
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.6,1716
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.6,9251
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.5,1635
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.4,59514
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.4,22720
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.4,55049
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.4,78176
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.4,12083
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.4,84986
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.4,65398
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.3,77531
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.3,14856
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.2,40537
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,G.1,18438
Miền trung,Thứ 4,30-12-2020,Khánh Hòa,ĐB,080716
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,ĐB,57905
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G1,52634
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G2,59730
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G2,35303
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G3,49658
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G3,30386
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G3,70941
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G3,54982
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G3,51127
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G3,91459
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G4,4548
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G4,4468
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G4,9722
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G4,1979
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G5,8964
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G5,4076
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G5,5630
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G5,9597
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G5,9300
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G5,4492
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G6,933
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G6,491
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G6,325
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G7,12
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G7,77
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G7,35
Miền bắc,Thứ 4,30-12-2020,Bắc Ninh,G7,86
