Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.8,37
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.7,504
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.6,3554
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.6,1742
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.6,8111
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.5,8681
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.4,03698
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.4,00178
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.4,18305
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.4,64394
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.4,95708
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.4,25299
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.4,91030
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.3,22670
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.3,39119
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.2,22185
Miền nam,Thứ 6,13-03-2020,Bình Dương,G.1,19993
Miền nam,Thứ 6,13-03-2020,Bình Dương,ĐB,594682
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.8,88
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.7,885
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.6,0879
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.6,8677
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.6,9861
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.5,2532
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.4,87950
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.4,25791
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.4,34102
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.4,83509
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.4,61596
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.4,25848
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.4,30977
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.3,52019
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.3,31730
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.2,68058
Miền nam,Thứ 6,13-03-2020,Trà Vinh,G.1,83703
Miền nam,Thứ 6,13-03-2020,Trà Vinh,ĐB,438648
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.8,01
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.7,391
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.6,3939
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.6,3401
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.6,2395
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.5,0270
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.4,56070
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.4,40257
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.4,96825
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.4,58897
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.4,33947
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.4,98735
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.4,41475
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.3,18130
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.3,00287
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.2,31288
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,G.1,09304
Miền nam,Thứ 6,13-03-2020,Vĩnh Long,ĐB,951651
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.8,98
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.7,311
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.6,7921
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.6,6845
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.6,1473
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.5,1746
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.4,75424
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.4,69402
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.4,94134
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.4,32985
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.4,41926
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.4,79429
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.4,11940
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.3,62094
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.3,55692
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.2,44515
Miền trung,Thứ 6,13-03-2020,Gia Lai,G.1,69018
Miền trung,Thứ 6,13-03-2020,Gia Lai,ĐB,148637
Miền trung,Thứ 6,13-03-2020,Ninh Thuận,G.8,77
Miền trung,Thứ 6,13-03-2020,Ninh Thuận,G.7,479
