Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.8,06
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.7,354
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.6,1898
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.6,8256
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.6,2410
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.5,8031
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.4,22758
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.4,50572
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.4,31116
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.4,39911
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.4,73600
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.4,51701
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.4,37490
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.3,21006
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.3,87631
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.2,12083
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,G.1,90574
Miền nam,Thứ 3,24-03-2020,Bạc Liêu,ĐB,986587
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.8,13
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.7,500
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.6,5240
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.6,9931
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.6,0607
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.5,5624
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.4,12371
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.4,59660
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.4,79612
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.4,57335
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.4,03475
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.4,42736
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.4,40574
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.3,17104
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.3,80002
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.2,45131
Miền nam,Thứ 3,24-03-2020,Bến Tre,G.1,22340
Miền nam,Thứ 3,24-03-2020,Bến Tre,ĐB,441549
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.8,73
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.7,169
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.6,0973
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.6,0794
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.6,5380
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.5,8697
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.4,39881
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.4,59893
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.4,85515
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.4,62132
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.4,37655
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.4,97161
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.4,95644
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.3,70374
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.3,51618
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.2,59786
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,G.1,82315
Miền nam,Thứ 3,24-03-2020,Vũng Tàu,ĐB,614071
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.8,92
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.7,319
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.6,0109
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.6,9619
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.6,8010
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.5,9648
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.4,23487
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.4,97960
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.4,35339
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.4,59099
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.4,67560
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.4,68157
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.4,55982
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.3,17051
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.3,35065
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.2,66813
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,G.1,51130
Miền trung,Thứ 3,24-03-2020,Đắc Lắc,ĐB,026721
Miền trung,Thứ 3,24-03-2020,Quảng Nam,G.8,13
Miền trung,Thứ 3,24-03-2020,Quảng Nam,G.7,812
Miền trung,Thứ 3,24-03-2020,Quảng Nam,G.6,9127
Miền trung,Thứ 3,24-03-2020,Quảng Nam,G.6,8438
Miền trung,Thứ 3,24-03-2020,Quảng Nam,G.6,3125
Miền trung,Thứ 3,24-03-2020,Quảng Nam,G.5,5957
Miền trung,Thứ 3,24-03-2020,Quảng Nam,G.4,19968
Miền trung,Thứ 3,24-03-2020,Quảng Nam,G.4,10434
