Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.8,05
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.7,599
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.6,5062
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.6,6594
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.6,1556
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.5,7027
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.4,78464
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.4,00337
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.4,70685
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.4,02989
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.4,79868
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.4,72983
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.4,31797
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.3,09693
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.3,13747
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.2,95040
Miền nam,Thứ 4,02-01-2020,Cần Thơ,G.1,78977
Miền nam,Thứ 4,02-01-2020,Cần Thơ,ĐB,470991
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.8,99
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.7,560
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.6,5336
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.6,8463
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.6,8395
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.5,8202
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.4,22809
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.4,21660
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.4,00951
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.4,51404
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.4,19145
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.4,69835
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.4,78472
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.3,72039
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.3,68327
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.2,18689
Miền nam,Thứ 4,02-01-2020,Đồng Nai,G.1,72119
Miền nam,Thứ 4,02-01-2020,Đồng Nai,ĐB,008775
Miền nam,Thứ 4,02-01-2020,Sóc Trăng,G.8,23
Miền nam,Thứ 4,02-01-2020,Sóc Trăng,G.7,937
Miền nam,Thứ 4,02-01-2020,Sóc Trăng,G.6,7996
Miền nam,Thứ 4,02-01-2020,Sóc Trăng,G.6,8936
Miền nam,Thứ 4,02-01-2020,Sóc Trăng,G.6,5373
Miền nam,Thứ 4,02-01-2020,Sóc Trăng,G.5,8796
Miền nam,Thứ 4,02-01-2020,Sóc Trăng,G.4,12932
Miền nam,Thứ 4,02-01-2020,Sóc Trăng,G.4,52747
