Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.8,43
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.7,079
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.6,1771
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.6,6848
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.6,6410
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.5,3882
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.4,86935
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.4,36615
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.4,40327
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.4,53628
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.4,08467
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.4,37111
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.4,67922
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.3,51273
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.3,39755
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.2,44856
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,G.1,18163
Miền nam,Thứ 3,11-02-2020,Bạc Liêu,ĐB,808233
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.8,20
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.7,834
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.6,2283
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.6,5396
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.6,0056
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.5,5147
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.4,90048
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.4,84248
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.4,89222
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.4,02534
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.4,04960
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.4,27282
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.4,22192
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.3,59017
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.3,10983
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.2,49087
Miền nam,Thứ 3,11-02-2020,Bến Tre,G.1,51463
Miền nam,Thứ 3,11-02-2020,Bến Tre,ĐB,109347
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.8,45
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.7,734
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.6,4568
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.6,7370
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.6,1986
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.5,4762
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.4,50811
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.4,17545
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.4,18532
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.4,85432
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.4,80460
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.4,17099
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.4,34520
Miền nam,Thứ 3,11-02-2020,Vũng Tàu,G.3,50160
