Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.8,93
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.7,610
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.6,4189
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.6,7592
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.6,9048
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.5,5418
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.4,34575
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.4,48837
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.4,05688
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.4,76147
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.4,74738
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.4,03367
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.4,63511
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.3,97215
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.3,27477
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.2,50851
Miền nam,Thứ 6,22-05-2020,Bình Dương,G.1,45763
Miền nam,Thứ 6,22-05-2020,Bình Dương,ĐB,872720
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.8,16
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.7,502
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.6,1110
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.6,3017
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.6,4858
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.5,4514
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.4,64625
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.4,36279
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.4,22784
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.4,86243
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.4,50493
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.4,53342
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.4,25130
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.3,89775
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.3,34932
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.2,79589
Miền nam,Thứ 6,22-05-2020,Trà Vinh,G.1,01899
Miền nam,Thứ 6,22-05-2020,Trà Vinh,ĐB,216899
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.8,68
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.7,977
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.6,8951
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.6,7627
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.6,9004
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.5,7004
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.4,18716
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.4,03331
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.4,45198
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.4,92411
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.4,82906
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.4,41277
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.4,47044
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.3,96629
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.3,02579
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.2,57530
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,G.1,50219
Miền nam,Thứ 6,22-05-2020,Vĩnh Long,ĐB,454623
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.8,34
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.7,781
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.6,4802
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.6,6704
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.6,3728
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.5,4136
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.4,99501
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.4,28678
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.4,85801
Miền trung,Thứ 6,22-05-2020,Gia Lai,G.4,38139
