Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.8,88
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.7,428
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.6,5970
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.6,5315
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.6,2796
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.5,2566
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.4,45979
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.4,72003
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.4,02161
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.4,85214
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.4,41732
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.4,77820
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.4,23510
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.3,02000
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.3,02498
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.2,68058
Miền nam,Thứ 2,27-01-2020,Cà Mau,G.1,90879
Miền nam,Thứ 2,27-01-2020,Cà Mau,ĐB,576087
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.8,70
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.7,432
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.6,0102
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.6,4249
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.6,3247
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.5,9096
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.4,87926
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.4,82867
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.4,53891
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.4,92634
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.4,63339
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.4,83224
Miền nam,Thứ 2,27-01-2020,Đồng Tháp,G.4,86248
