Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.8,74
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.7,892
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.6,9089
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.6,9208
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.6,6945
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.5,1609
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.4,00013
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.4,72540
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.4,74657
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.4,31768
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.4,62659
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.4,27211
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.4,96012
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.3,58903
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.3,96874
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.2,70472
Miền nam,Thứ 2,15-06-2020,Cà Mau,G.1,94337
Miền nam,Thứ 2,15-06-2020,Cà Mau,ĐB,136634
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.8,21
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.7,362
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.6,5366
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.6,9625
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.6,7838
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.5,3797
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.4,19335
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.4,95245
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.4,34560
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.4,02698
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.4,27170
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.4,43830
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.4,79668
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.3,02427
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.3,80389
Miền nam,Thứ 2,15-06-2020,Đồng Tháp,G.2,90150
