Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 5,16-01-2020,An Giang,G.8,01
Miền nam,Thứ 5,16-01-2020,An Giang,G.7,988
Miền nam,Thứ 5,16-01-2020,An Giang,G.6,6904
Miền nam,Thứ 5,16-01-2020,An Giang,G.6,5036
Miền nam,Thứ 5,16-01-2020,An Giang,G.6,7055
Miền nam,Thứ 5,16-01-2020,An Giang,G.5,9762
Miền nam,Thứ 5,16-01-2020,An Giang,G.4,83034
Miền nam,Thứ 5,16-01-2020,An Giang,G.4,69307
Miền nam,Thứ 5,16-01-2020,An Giang,G.4,10006
Miền nam,Thứ 5,16-01-2020,An Giang,G.4,40264
Miền nam,Thứ 5,16-01-2020,An Giang,G.4,28940
Miền nam,Thứ 5,16-01-2020,An Giang,G.4,51015
Miền nam,Thứ 5,16-01-2020,An Giang,G.4,43215
Miền nam,Thứ 5,16-01-2020,An Giang,G.3,57229
Miền nam,Thứ 5,16-01-2020,An Giang,G.3,81009
Miền nam,Thứ 5,16-01-2020,An Giang,G.2,74119
Miền nam,Thứ 5,16-01-2020,An Giang,G.1,58255
Miền nam,Thứ 5,16-01-2020,An Giang,ĐB,512487
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.8,51
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.7,827
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.6,6402
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.6,1596
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.6,2813
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.5,3189
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.4,20402
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.4,76800
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.4,96191
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.4,63547
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.4,67876
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.4,53787
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.4,16958
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.3,77826
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.3,13461
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.2,80812
Miền nam,Thứ 5,16-01-2020,Bình Thuận,G.1,66016
Miền nam,Thứ 5,16-01-2020,Bình Thuận,ĐB,201398
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.8,15
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.7,979
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.6,9950
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.6,9434
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.6,4789
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.5,8193
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.4,97264
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.4,59423
Miền nam,Thứ 5,16-01-2020,Tây Ninh,G.4,23748
