Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.8,50
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.7,766
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.6,9187
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.6,4858
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.6,9072
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.5,7737
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.4,50134
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.4,90628
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.4,11769
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.4,72913
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.4,39830
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.4,59054
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.4,89050
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.3,02899
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.3,67441
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.2,81935
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,G.1,27712
Miền nam,Thứ 3,13-10-2020,Bạc Liêu,ĐB,588694
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.8,46
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.7,222
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.6,1442
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.6,6421
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.6,8449
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.5,4755
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.4,23979
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.4,43769
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.4,84641
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.4,83096
Miền nam,Thứ 3,13-10-2020,Bến Tre,G.4,53817
