Miền,Thứ,Ngày,Tỉnh,Tên giải,Mã giải
Miền nam,CN,22-03-2020,Đà Lạt,G.8,17
Miền nam,CN,22-03-2020,Đà Lạt,G.7,025
Miền nam,CN,22-03-2020,Đà Lạt,G.6,7209
Miền nam,CN,22-03-2020,Đà Lạt,G.6,0146
Miền nam,CN,22-03-2020,Đà Lạt,G.6,5740
Miền nam,CN,22-03-2020,Đà Lạt,G.5,8241
Miền nam,CN,22-03-2020,Đà Lạt,G.4,31339
Miền nam,CN,22-03-2020,Đà Lạt,G.4,10190
Miền nam,CN,22-03-2020,Đà Lạt,G.4,18397
Miền nam,CN,22-03-2020,Đà Lạt,G.4,43403
Miền nam,CN,22-03-2020,Đà Lạt,G.4,94020
Miền nam,CN,22-03-2020,Đà Lạt,G.4,80831
Miền nam,CN,22-03-2020,Đà Lạt,G.4,12579
Miền nam,CN,22-03-2020,Đà Lạt,G.3,30842
Miền nam,CN,22-03-2020,Đà Lạt,G.3,63197
Miền nam,CN,22-03-2020,Đà Lạt,G.2,91939
Miền nam,CN,22-03-2020,Đà Lạt,G.1,02014
Miền nam,CN,22-03-2020,Đà Lạt,ĐB,145498
Miền nam,CN,22-03-2020,Kiên Giang,G.8,93
Miền nam,CN,22-03-2020,Kiên Giang,G.7,561
Miền nam,CN,22-03-2020,Kiên Giang,G.6,3456
Miền nam,CN,22-03-2020,Kiên Giang,G.6,0102
Miền nam,CN,22-03-2020,Kiên Giang,G.6,1667
Miền nam,CN,22-03-2020,Kiên Giang,G.5,2086
Miền nam,CN,22-03-2020,Kiên Giang,G.4,07618
Miền nam,CN,22-03-2020,Kiên Giang,G.4,30350
Miền nam,CN,22-03-2020,Kiên Giang,G.4,69701
Miền nam,CN,22-03-2020,Kiên Giang,G.4,30888
Miền nam,CN,22-03-2020,Kiên Giang,G.4,28923
Miền nam,CN,22-03-2020,Kiên Giang,G.4,53505
Miền nam,CN,22-03-2020,Kiên Giang,G.4,82617
Miền nam,CN,22-03-2020,Kiên Giang,G.3,63821
Miền nam,CN,22-03-2020,Kiên Giang,G.3,78818
Miền nam,CN,22-03-2020,Kiên Giang,G.2,96951
Miền nam,CN,22-03-2020,Kiên Giang,G.1,83191
Miền nam,CN,22-03-2020,Kiên Giang,ĐB,741720
Miền nam,CN,22-03-2020,Tiền Giang,G.8,99
Miền nam,CN,22-03-2020,Tiền Giang,G.7,467
Miền nam,CN,22-03-2020,Tiền Giang,G.6,0987
Miền nam,CN,22-03-2020,Tiền Giang,G.6,3024
Miền nam,CN,22-03-2020,Tiền Giang,G.6,6249
Miền nam,CN,22-03-2020,Tiền Giang,G.5,1131
Miền nam,CN,22-03-2020,Tiền Giang,G.4,65687
Miền nam,CN,22-03-2020,Tiền Giang,G.4,80879
Miền nam,CN,22-03-2020,Tiền Giang,G.4,38546
Miền nam,CN,22-03-2020,Tiền Giang,G.4,16959
Miền nam,CN,22-03-2020,Tiền Giang,G.4,02503
Miền nam,CN,22-03-2020,Tiền Giang,G.4,17573
Miền nam,CN,22-03-2020,Tiền Giang,G.4,88061
Miền nam,CN,22-03-2020,Tiền Giang,G.3,50534
Miền nam,CN,22-03-2020,Tiền Giang,G.3,52048
Miền nam,CN,22-03-2020,Tiền Giang,G.2,95172
Miền nam,CN,22-03-2020,Tiền Giang,G.1,10544
Miền nam,CN,22-03-2020,Tiền Giang,ĐB,006288
Miền trung,CN,22-03-2020,Khánh Hòa,G.8,30
Miền trung,CN,22-03-2020,Khánh Hòa,G.7,674
Miền trung,CN,22-03-2020,Khánh Hòa,G.6,1632
Miền trung,CN,22-03-2020,Khánh Hòa,G.6,0505
Miền trung,CN,22-03-2020,Khánh Hòa,G.6,6074
Miền trung,CN,22-03-2020,Khánh Hòa,G.5,2346
Miền trung,CN,22-03-2020,Khánh Hòa,G.4,50208
Miền trung,CN,22-03-2020,Khánh Hòa,G.4,75099
Miền trung,CN,22-03-2020,Khánh Hòa,G.4,90196
Miền trung,CN,22-03-2020,Khánh Hòa,G.4,23962
Miền trung,CN,22-03-2020,Khánh Hòa,G.4,00420
Miền trung,CN,22-03-2020,Khánh Hòa,G.4,36249
Miền trung,CN,22-03-2020,Khánh Hòa,G.4,24823
Miền trung,CN,22-03-2020,Khánh Hòa,G.3,77633
Miền trung,CN,22-03-2020,Khánh Hòa,G.3,83456
Miền trung,CN,22-03-2020,Khánh Hòa,G.2,11168
Miền trung,CN,22-03-2020,Khánh Hòa,G.1,74934
Miền trung,CN,22-03-2020,Khánh Hòa,ĐB,724248
Miền trung,CN,22-03-2020,Kon Tum,G.8,54
Miền trung,CN,22-03-2020,Kon Tum,G.7,435
Miền trung,CN,22-03-2020,Kon Tum,G.6,1432
Miền trung,CN,22-03-2020,Kon Tum,G.6,0964
Miền trung,CN,22-03-2020,Kon Tum,G.6,3494
Miền trung,CN,22-03-2020,Kon Tum,G.5,1604
Miền trung,CN,22-03-2020,Kon Tum,G.4,56545
Miền trung,CN,22-03-2020,Kon Tum,G.4,67394
Miền trung,CN,22-03-2020,Kon Tum,G.4,34939
Miền trung,CN,22-03-2020,Kon Tum,G.4,26718
Miền trung,CN,22-03-2020,Kon Tum,G.4,77745
Miền trung,CN,22-03-2020,Kon Tum,G.4,73769
Miền trung,CN,22-03-2020,Kon Tum,G.4,45285
Miền trung,CN,22-03-2020,Kon Tum,G.3,69728
Miền trung,CN,22-03-2020,Kon Tum,G.3,71154
Miền trung,CN,22-03-2020,Kon Tum,G.2,15226
Miền trung,CN,22-03-2020,Kon Tum,G.1,38074
Miền trung,CN,22-03-2020,Kon Tum,ĐB,561978
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,ĐB,46024
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G1,31360
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G2,46433
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G2,27853
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G3,97952
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G3,29276
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G3,39119
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G3,02095
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G3,44500
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G3,12422
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G4,0613
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G4,2813
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G4,8135
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G4,9527
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G5,1434
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G5,4104
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G5,0658
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G5,7369
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G5,9922
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G5,0272
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G6,191
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G6,310
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G6,917
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G7,48
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G7,09
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G7,87
Miền bắc,Chủ Nhật,22-03-2020,Thái Bình,G7,08
